host response time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identify_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,logP,minimum_minimum_nights,has_availability_no,availability_30,number_of_reviews,number_of_reviews_ltm,Year,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
1,0.88,1.00,2,2,4,2,1,1,2,21,550,2.74,1,1,30,19,5,2023,4.37,4.42,4.74,4.63,4.42,4.05,4.58,1,0.3
1,1.00,1.00,2,2,1,3,1,1,1,28,1399,3.15,1,1,30,28,14,2023,4.75,4.71,4.68,4.79,4.82,4.64,4.57,1,0.49
1,1.00,1.00,2,1,1,8,5,4,4,24,4300,3.63,7,1,30,16,4,2022,4.87,4.81,4.75,5,4.88,3.94,4.88,2,0.23
1,1.00,1.00,2,1,4,2,1,1,1,17,1341,3.13,1,1,30,5,1,2023,4.2,4,4.4,4.8,4.6,4.2,4.2,1,0.1
1,1.00,0.93,2,1,4,6,1,3,4,20,1770,3.25,1,1,30,4,0,2020,4.5,4.5,4.75,5,5,5,4.75,2,0.09
1,1.00,1.00,2,1,2,4,2,1,4,54,450,2.65,1,1,30,3,1,2023,5,5,5,5,4.67,4.67,4.67,1,0.07
1,1.00,0.85,1,1,1,2,1,1,1,16,1645,3.22,100,1,30,8,0,2020,4.86,4.71,4.86,4.86,4.71,4.29,4.71,2,0.17
1,1.00,1.00,2,1,2,8,3,1,8,39,368,2.57,1,1,30,3,2,2023,4.33,3.67,3.67,3.67,3.67,3.67,3.67,1,0.07
1,1.00,0.90,2,1,1,2,1,1,1,50,1100,3.04,30,1,30,4,4,2023,5,5,5,5,5,4.75,5,2,0.75
3,0.50,0.25,2,2,1,8,4,4,6,12,8500,3.93,1,1,30,1,0,2020,4,4,4,5,5,4,4,2,0.04
3,0.80,0.81,2,1,1,2,1,1,1,17,700,2.85,28,1,30,2,2,2023,5,5,5,5,5,5,5,2,0.29
1,1.00,0.96,1,1,1,4,2,2,3,27,2199,3.34,3,1,30,5,5,2023,5,5,5,5,5,4.2,4.8,1,0.79
1,0.99,0.90,2,1,1,2,1,1,1,54,1250,3.10,1,1,30,16,16,2023,4.75,4.88,4.94,4.81,4.94,4.56,4.75,1,2.67
3,1.00,0.67,2,1,4,3,1,1,1,34,1100,3.04,2,1,30,2,2,2023,5,5,5,5,5,5,5,2,1.87
1,1.00,1.00,1,1,1,2,1,1,1,45,850,2.93,30,1,30,1,1,2023,5,4,4,5,5,5,5,1,0.83
1,1.00,1.00,2,2,1,2,1,1,1,19,2342,3.37,1,1,30,14,6,2022,4.43,4.57,4.64,4.43,4.57,4.14,4.36,1,0.37
1,1.00,1.00,2,1,1,2,2,1,2,26,780,2.89,1,1,30,12,4,2023,4.25,4.08,4.17,4.75,4.92,4.08,3.92,1,0.28
1,1.00,1.00,2,1,1,2,1,1,2,28,750,2.88,1,1,30,22,11,2022,4.14,4.27,4.18,4.27,4.32,4.05,4.41,1,0.53
1,1.00,1.00,2,1,1,2,1,1,2,28,780,2.89,1,1,30,6,3,2023,5,4.67,5,5,5,4.83,5,1,0.15
1,1.00,1.00,2,1,1,2,2,1,2,27,750,2.88,1,1,30,22,15,2023,4.18,4.14,3.91,4.77,4.36,4.27,4.27,1,0.58
1,1.00,1.00,2,1,1,2,1,1,2,28,750,2.88,1,1,30,20,12,2022,4.3,4.25,4.3,4.75,4.5,4.6,4.4,1,0.54
1,1.00,1.00,2,1,1,2,2,1,2,28,750,2.88,1,1,30,3,2,2023,3.67,3.67,3.67,3.67,5,4.33,3.67,1,0.08
1,1.00,1.00,2,1,1,2,2,1,2,28,750,2.88,1,1,30,1,1,2022,3,2,3,3,3,5,4,1,0.23
1,1.00,1.00,2,1,1,2,2,1,2,29,750,2.88,1,1,30,6,3,2023,4.33,4,3.67,4.17,4.33,3.67,4,1,0.16
1,1.00,0.99,1,1,1,2,1,1,1,17,800,2.90,28,1,30,4,4,2023,4.75,4.75,4.5,4.75,4.75,4.5,4.5,1,0.39
1,1.00,1.00,2,1,3,3,1,1,1,20,3505,3.54,1,1,30,14,1,2023,4.86,4.71,4.86,5,4.93,4.71,4.71,1,0.33
1,1.00,0.99,1,1,1,3,2,2,2,16,2571,3.41,1,1,30,11,9,2023,4.82,4.91,4.73,5,4.91,5,4.73,1,0.77
1,1.00,0.99,1,1,1,3,1,1,1,61,1829,3.26,1,1,30,21,17,2023,4.95,5,4.9,4.95,4.95,4.95,4.95,1,1.54
1,0.97,0.96,2,1,1,2,1,1,2,27,4046,3.61,1,1,30,1,1,2022,3,3,4,4,4,4,3,1,0.23
1,1.00,0.97,2,1,4,4,1,1,1,17,1800,3.26,1,1,30,3,3,2023,5,5,5,5,5,5,5,1,3
1,1.00,1.00,2,1,1,2,1,1,2,31,780,2.89,1,1,30,11,6,2022,4.18,4.27,4.27,4.82,4.73,4.09,4.64,1,0.25
1,1.00,0.99,2,1,4,2,1,1,1,20,2057,3.31,1,1,30,15,5,2023,4.93,4.87,4.67,4.87,4.87,4.67,4.67,1,0.3
1,1.00,0.99,2,1,4,2,1,1,1,19,1876,3.27,1,1,30,4,2,2023,4.75,4.75,5,5,5,4.75,4.75,1,0.08
1,1.00,1.00,2,2,1,2,1,1,1,29,1099,3.04,3,1,30,1,1,2022,1,3,2,5,5,2,3,1,0.21
1,1.00,0.99,1,2,3,1,0,1,1,14,429,2.63,1,1,30,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,0.99,1,2,3,1,0,1,1,18,429,2.63,1,1,30,4,3,2023,4.5,4.75,4.75,4.75,4.5,4.5,5,1,0.08
1,1.00,1.00,2,1,1,3,1,1,3,30,901,2.95,4,1,30,40,14,2023,4.63,4.75,4.38,4.73,4.75,4.73,4.65,1,0.8
1,0.75,1.00,2,2,3,1,1,1,1,15,340,2.53,1,1,30,1,0,2020,5,5,5,5,5,5,5,1,0.03
1,1.00,0.80,2,1,1,3,2,1,1,41,3200,3.51,3,1,30,2,2,2022,5,5,5,5,5,5,5,2,0.45
4,0.33,1.00,2,1,1,6,1,2,3,28,4980,3.70,7,1,30,31,1,2022,4.19,4.1,4.42,4.19,4.26,4.16,4.06,1,0.72
2,1.00,0.75,2,1,1,3,1,1,1,29,2228,3.35,60,1,30,8,1,2022,4.88,5,4.63,4.88,4.88,5,4.88,2,0.21
1,0.82,0.96,2,1,1,2,1,1,1,50,1300,3.11,30,1,30,4,4,2022,4,4.25,3.5,4.75,4.25,5,4.5,1,0.33
1,1.00,1.00,2,1,1,4,2,2,2,44,1888,3.28,20,1,30,2,0,2022,5,5,5,5,5,5,5,1,0.13
1,1.00,1.00,2,1,1,4,2,1,1,26,914,2.96,2,1,30,8,7,2023,4.25,4.13,4.13,4.38,4.5,4.5,4.25,2,0.64
1,1.00,0.99,2,1,1,3,1,1,2,38,1650,3.22,1,1,30,1,1,2022,4,5,5,5,2,5,5,2,0.23
1,0.99,1.00,2,1,1,2,1,1,1,43,1521,3.18,1,1,30,53,53,2023,4.57,4.6,4.64,4.66,4.72,4.68,4.43,1,8.69
1,0.99,1.00,2,1,1,2,1,1,1,40,1521,3.18,1,1,30,2,2,2023,5,5,5,5,5,5,5,1,0.32
1,0.99,1.00,2,1,1,2,1,1,1,40,1521,3.18,1,1,30,3,3,2023,3.67,3.67,3.67,5,4,5,3.67,1,0.64
1,0.99,1.00,2,1,1,2,1,1,1,41,1521,3.18,1,1,30,40,40,2023,4.7,4.6,4.63,4.8,4.85,4.78,4.55,1,7.95
1,1.00,1.00,1,1,1,3,1,1,1,22,950,2.98,23,1,30,39,3,2023,4.84,4.82,4.79,4.89,4.97,4.58,4.74,2,0.37
1,1.00,1.00,2,1,1,5,1,1,5,46,600,2.78,31,1,30,34,1,2022,4.76,4.74,4.68,4.73,4.88,4.3,4.75,2,0.49
2,1.00,0.80,2,1,4,4,1,2,2,22,2400,3.38,1,1,30,4,3,2022,4.25,5,4.25,5,4.5,3.5,4.25,2,0.23
3,0.80,0.81,2,1,1,2,1,1,1,14,670,2.83,28,1,30,1,1,2023,1,1,4,4,1,1,1,2,0.41
1,1.00,1.00,2,1,1,8,2,2,4,7,1500,3.18,1,1,30,1,1,2023,5,5,5,4,4,5,5,2,1
1,1.00,0.99,1,2,4,2,1,1,1,22,894,2.95,1,1,30,37,34,2023,4.76,4.76,4.78,4.76,4.81,4.35,4.68,1,0.35
1,1.00,0.88,1,1,2,16,3,1,1,12,467,2.67,1,1,30,32,1,2023,4.28,4.59,4.34,4.59,4.66,4.59,4.28,1,0.3
1,1.00,0.88,1,1,2,4,2,1,1,14,537,2.73,1,1,30,7,1,2023,4.67,4.57,4.43,4.43,4.71,5,4.57,1,0.07
1,1.00,0.73,2,1,3,6,1,1,6,11,1700,3.23,1,1,30,42,0,2020,4.66,4.73,4.68,4.73,4.56,4.78,4.73,2,0.6
1,0.95,1.00,2,1,3,16,8,1,1,26,411,2.61,1,1,30,230,156,2023,4.69,4.8,4.65,4.81,4.76,4.79,4.74,1,2.72
1,1.00,0.99,1,2,4,2,1,1,2,21,867,2.94,1,1,30,9,7,2023,4.78,4.78,4.78,5,5,4.89,4.89,1,0.13
1,0.95,1.00,2,1,2,4,8,1,1,23,476,2.68,1,1,30,7,2,2022,4.86,4.71,4.71,5,4.57,5,4.71,2,0.11
1,1.00,1.00,1,1,2,6,7,1,6,27,429,2.63,1,1,30,31,9,2023,5,5,4.9,5,4.94,4.84,5,2,0.54
2,0.98,1.00,2,1,1,2,2,1,1,23,1136,3.06,3,1,30,7,2,2023,4.29,4.29,4,4.29,4.43,3.86,4.14,1,0.15
2,0.98,1.00,2,1,1,2,1,1,1,23,1136,3.06,3,1,30,3,2,2022,4.33,4,4.33,4.33,4.33,3.67,4.33,1,0.07
2,0.98,1.00,2,1,1,2,1,1,1,25,1136,3.06,3,1,30,2,1,2022,3,3,3,3,3,3,3,1,0.05
1,1.00,1.00,2,1,1,6,3,3,3,24,3950,3.60,1,1,22,29,9,2023,4.9,4.83,4.83,4.83,5,4.55,4.83,2,0.64
1,0.97,0.96,2,1,1,3,1,1,1,32,3213,3.51,2,1,30,4,4,2023,4.75,4.75,4.75,4.75,4.75,3.75,4.25,2,0.76
3,0.67,0.90,2,1,4,2,1,1,1,20,1800,3.26,1,1,30,2,2,2022,4.5,4.5,4,4.5,4.5,4,4.5,1,0.47
2,0.80,0.83,2,1,1,2,1,1,1,18,1799,3.26,1,1,30,1,1,2023,5,5,5,5,5,5,5,1,1
1,1.00,0.20,2,1,1,6,1,1,2,19,2900,3.46,30,1,30,129,1,2023,4.93,4.95,4.91,4.94,4.89,4.94,4.77,2,1.81
1,1.00,1.00,2,1,4,3,1,1,1,15,1290,3.11,1,1,30,55,13,2023,4.73,4.78,4.76,4.85,4.84,4.4,4.75,1,0.73
1,1.00,0.99,2,1,4,4,2,2,2,34,2700,3.43,1,1,30,74,73,2023,4.55,4.53,4.53,4.59,4.53,4.39,4.45,1,1.89
1,1.00,0.99,1,1,1,2,1,1,1,5,1892,3.28,2,1,30,5,5,2023,5,5,5,5,5,5,4.6,1,2.08
1,1.00,1.00,2,1,2,8,6,1,8,13,489,2.69,1,1,30,85,6,2023,4.86,4.93,4.92,4.93,4.96,4.39,4.82,1,1.12
1,1.00,1.00,2,1,1,6,2,2,3,27,1590,3.20,3,1,30,24,7,2023,4.83,4.83,4.92,4.88,4.96,4.33,4.83,1,0.38
1,1.00,1.00,2,1,1,4,1,1,4,23,1929,3.29,1,1,30,31,17,2023,4.61,4.65,4.65,4.58,4.74,4.55,4.61,1,0.58
1,1.00,1.00,1,1,4,2,1,1,1,29,4885,3.69,5,1,30,1,1,2023,4,4,4,5,4,5,4,2,0.34
1,1.00,1.00,1,1,4,8,2,4,5,43,19888,4.30,3,1,30,3,3,2023,4.33,3.67,4,5,4.67,4.67,3.67,2,0.42
1,1.00,1.00,2,1,1,2,2,1,2,27,780,2.89,1,1,30,10,5,2023,4.4,4.4,4.2,4.6,4.6,4.5,4.6,1,0.21
1,1.00,1.00,2,1,1,2,2,1,2,27,780,2.89,1,1,30,6,2,2022,4.2,4.2,4.2,4.8,4.6,4.2,4.4,1,0.12
1,0.94,0.98,2,1,4,2,1,1,1,8,1320,3.12,1,1,30,13,13,2023,4.31,4.62,4.54,4.77,4.77,4.23,4.46,1,1.65
1,0.99,0.84,2,1,4,4,1,1,2,35,2400,3.38,2,1,30,1,1,2022,5,5,5,5,5,5,5,2,0.09
1,0.80,0.85,1,1,1,4,2,2,2,20,2000,3.30,24,1,30,1,1,2022,5,5,5,5,5,5,5,2,0.23
1,1.00,1.00,2,1,1,4,1,2,2,22,2914,3.46,28,1,30,6,6,2023,4.33,4,4.33,4.17,4.5,4,4.17,1,1.38
1,0.99,0.97,2,1,1,2,1,1,1,17,1171,3.07,15,1,30,9,9,2023,3.89,4.11,3.89,4.22,4.11,4.33,3.78,1,1.68
1,1.00,1.00,2,1,1,4,3,2,2,42,1500,3.18,4,1,30,2,2,2023,4.5,5,5,4,5,5,5,2,1.82
1,0.81,0.93,2,1,1,6,1,1,3,29,2000,3.30,1,1,30,2,2,2023,2.5,3,3,2.5,2.5,3.5,3,1,0.29
1,1.00,1.00,2,1,2,6,3,1,6,6,1300,3.11,1,1,30,14,2,2023,4.85,4.85,5,4.85,4.85,4.77,4.92,1,0.19
1,0.90,0.93,2,2,4,2,1,1,1,19,1986,3.30,1,1,30,9,4,2022,4.67,4.78,5,5,4.78,4.44,4.67,1,0.13
1,0.99,0.97,2,1,1,4,1,1,1,16,1164,3.07,3,1,30,11,4,2022,4.45,4.64,4.27,4.45,4.09,4.82,4.73,1,0.3
1,1.00,0.98,1,1,4,2,1,1,1,46,5652,3.75,1,1,30,4,1,2023,4.5,4.75,5,4.25,4.75,4.75,4.5,1,0.07
1,1.00,0.55,2,1,4,3,2,1,2,31,945,2.98,1,1,30,6,0,2020,4.83,4.83,5,5,5,4.83,4.83,2,0.14
1,0.96,1.00,2,1,4,2,1,1,1,19,854,2.93,1,1,30,28,28,2023,4.64,4.57,4.64,4.64,4.57,4.39,4.71,1,2.68
1,0.88,1.00,2,1,4,2,1,1,1,5,750,2.88,1,1,30,3,3,2023,4.67,4.67,4.67,4.67,5,3.33,5,1,1.05
2,0.83,1.00,2,1,1,2,1,1,1,16,1000,3.00,2,1,30,1,1,2023,5,5,5,5,5,5,5,2,1
1,0.83,0.79,2,1,4,2,1,1,1,12,1400,3.15,1,1,30,18,3,2022,4.06,4.17,4.33,4.17,4.17,4.67,4.06,2,0.23
1,1.00,0.93,2,1,1,10,4,4,8,19,5390,3.73,1,1,30,4,3,2023,4.5,4.5,4.25,5,4.5,4.75,4.5,2,0.1
1,0.94,1.00,2,1,4,2,1,1,1,12,770,2.89,1,1,30,3,0,2020,4.67,4.33,4.33,5,4.67,4.33,4.33,1,0.08
3,0.50,1.00,2,1,4,2,1,1,2,10,700,2.85,1,1,30,1,0,2020,5,5,5,5,5,5,5,1,0.04
3,1.00,1.00,2,1,4,2,1,1,1,6,1402,3.15,1,1,30,2,2,2023,5,5,5,5,5,5,5,1,0.43
1,1.00,1.00,2,2,2,1,0,1,4,10,586,2.77,1,1,30,26,6,2023,4.85,4.92,4.81,4.96,4.92,4.92,4.92,1,0.46
1,0.96,1.00,2,1,4,2,1,1,1,20,854,2.93,1,1,30,3,3,2023,3.67,5,3.67,5,4.67,4,3.67,1,0.92
1,1.00,0.99,2,1,4,2,1,1,1,30,1971,3.29,1,1,30,6,6,2023,4.67,5,5,4.67,4.67,4.67,4.33,1,0.97
2,0.90,0.95,2,1,1,4,1,1,1,3,1970,3.29,1,1,30,3,3,2023,4.33,4,4.67,5,4.33,4.67,4.67,2,0.36
1,1.00,1.00,2,1,4,2,1,1,1,23,1150,3.06,2,1,30,28,1,2023,4.78,4.7,4.81,4.78,4.89,4.7,4.81,2,0.19
1,1.00,1.00,2,1,4,3,1,1,2,10,1190,3.08,1,1,30,1,1,2023,4,4,5,5,4,3,4,1,0.52
3,1.00,1.00,2,1,1,2,1,1,1,20,1000,3.00,120,1,30,18,0,2021,4.56,4.67,4.56,4.5,4.67,4.72,4.67,2,0.38
3,0.50,0.75,2,1,4,2,1,1,1,16,850,2.93,1,1,30,8,1,2022,4.13,4,4.71,4.43,3.71,4.29,4.57,2,0.1
1,1.00,1.00,2,2,1,2,1,1,1,16,2000,3.30,1,1,30,8,1,2022,3.88,4.25,4.75,4.75,3.88,4.25,3.75,1,0.1
1,0.80,1.00,2,1,1,2,1,1,1,51,1800,3.26,1,1,30,3,3,2023,5,5,5,5,5,4.67,5,1,0.31
1,1.00,1.00,2,1,1,2,1,1,1,4,1542,3.19,1,1,30,43,0,2020,4.14,4.2,3.98,4.56,4.4,4.12,4.2,1,0.38
1,1.00,1.00,2,1,2,4,3,1,16,18,330,2.52,1,1,30,85,3,2023,4.51,4.61,4.71,4.72,4.61,4.36,4.58,1,0.84
4,0.40,1.00,2,1,1,2,1,1,1,14,4586,3.66,1,1,12,9,3,2023,5,5,4.89,4.78,4.33,5,4.78,1,0.33
1,1.00,0.80,2,1,1,4,2,2,2,16,2183,3.34,21,1,30,59,3,2023,4.22,4.57,4.14,4.48,4.73,4.12,4.31,2,0.53
1,1.00,1.00,2,1,4,2,1,1,1,17,390,2.59,1,1,30,17,1,2023,4.24,4.24,4.29,4.59,4.71,3,4.41,1,0.16
3,0.83,1.00,2,1,1,2,1,1,1,24,3710,3.57,1,1,29,7,7,2023,4.14,3.86,4.43,5,4.43,4.86,4.43,1,1.01
1,1.00,0.93,1,1,4,2,1,1,1,6,1429,3.16,1,1,30,15,0,2020,4,4.2,4.6,4.6,4.33,4.53,3.93,2,0.15
1,1.00,1.00,1,1,1,2,1,1,1,42,1090,3.04,2,1,30,478,435,2023,4.93,4.92,4.95,4.94,4.94,4.66,4.9,1,5.17
1,0.97,0.76,1,1,2,8,2,1,8,14,343,2.54,1,1,30,9,1,2022,5,4.89,4.78,4.89,4.67,4.67,5,2,0.14
1,0.97,0.76,1,1,2,6,2,1,6,20,411,2.61,1,1,30,53,4,2023,4.79,4.89,4.79,4.85,4.89,4.72,4.85,2,0.54
1,1.00,0.93,1,1,4,2,1,1,1,5,1857,3.27,1,1,30,8,2,2023,4.25,4.63,4.75,4.63,4.75,4.88,4,2,0.08
1,1.00,1.00,2,1,4,2,1,1,1,12,1110,3.05,1,1,30,116,27,2023,4.54,4.73,4.76,4.68,4.69,4.51,4.53,1,1.14
1,1.00,1.00,2,1,4,2,1,1,2,12,951,2.98,1,1,30,30,4,2023,4.63,4.86,4.8,4.72,4.63,4.38,4.72,1,0.3
1,1.00,0.80,2,1,1,4,2,2,2,16,2183,3.34,21,1,30,33,0,2020,4.21,4.38,4.18,4.72,4.66,4.28,4.28,2,0.36
1,1.00,0.88,2,1,4,2,1,1,1,11,1500,3.18,1,1,30,224,0,2020,4.74,4.89,4.78,4.9,4.86,4.48,4.72,2,2.22
1,1.00,0.93,1,1,4,2,1,1,2,5,1464,3.17,1,1,30,3,1,2022,4.5,5,4,5,5,5,4,2,0.03
1,0.97,0.76,1,1,2,6,2,1,6,18,411,2.61,1,1,30,42,2,2023,4.79,4.76,4.83,4.85,4.76,4.71,4.78,2,0.43
1,0.97,0.76,1,1,2,8,2,1,8,20,343,2.54,1,1,30,23,0,2020,4.68,4.73,4.86,4.82,4.82,4.73,4.64,2,0.23
1,1.00,0.88,2,1,4,2,1,1,1,7,1500,3.18,1,1,30,133,1,2023,4.68,4.82,4.63,4.82,4.8,4.34,4.67,2,1.32
1,1.00,0.88,2,1,4,2,1,1,2,7,1500,3.18,1,1,30,277,0,2020,4.73,4.88,4.78,4.87,4.85,4.49,4.74,2,2.75
1,1.00,0.88,2,1,4,2,1,1,2,7,1500,3.18,1,1,30,184,1,2022,4.84,4.93,4.85,4.87,4.89,4.48,4.75,2,1.83
1,1.00,0.88,2,1,4,2,1,1,1,8,1500,3.18,1,1,30,312,3,2023,4.75,4.88,4.81,4.86,4.79,4.47,4.71,2,3.15
1,1.00,1.00,2,1,4,2,5,4,4,69,790,2.90,1,1,30,87,0,2020,4.92,4.94,4.86,4.97,4.98,4.78,4.8,2,0.93
1,1.00,1.00,2,2,1,2,1,1,1,7,1000,3.00,1,1,30,1,1,2023,4,4,4,5,4,4,4,2,0.45
2,1.00,1.00,1,1,1,2,1,1,2,11,2200,3.34,1,1,30,13,3,2022,4.77,4.92,4.85,4.85,4.77,4.77,4.62,2,0.14
1,1.00,1.00,2,1,1,2,1,1,1,43,1029,3.01,1,1,30,278,2,2023,4.81,4.89,4.8,4.94,4.93,4.8,4.81,1,2.85
2,1.00,1.00,2,1,1,2,1,1,1,26,925,2.97,28,1,30,15,4,2023,5,4.93,4.8,4.73,5,4.87,4.87,2,0.17
1,1.00,1.00,1,1,1,16,3,5,8,24,3500,3.54,5,1,8,1,1,2022,5,4,4,5,5,4,5,1,0.28
1,1.00,0.58,2,1,2,8,8,1,8,9,390,2.59,1,1,30,54,3,2023,4.52,4.65,4.67,4.7,4.64,4.58,4.61,2,0.57
1,1.00,0.58,2,1,2,2,8,1,10,10,565,2.75,1,1,30,33,0,2020,4.36,4.59,4.42,4.59,4.59,4.47,4.63,2,0.35
1,1.00,0.58,2,1,2,8,8,1,8,10,390,2.59,1,1,30,7,0,2020,4.86,5,4.57,5,5,4.86,5,2,0.08
1,1.00,1.00,2,1,1,2,1,1,1,33,990,3.00,1,1,30,1,1,2023,5,5,5,5,5,5,5,1,0.86
1,1.00,1.00,2,1,4,2,1,1,1,19,1171,3.07,1,1,30,10,2,2023,4.5,4.6,4,4.7,4.2,4.7,4.5,1,0.11
1,1.00,0.83,2,1,4,2,1,1,1,7,1199,3.08,1,1,30,5,3,2023,4.6,5,5,5,5,5,4.8,2,0.05
1,1.00,1.00,2,1,1,2,1,1,1,41,1171,3.07,1,1,30,218,2,2022,4.79,4.88,4.76,4.95,4.92,4.87,4.83,1,2.46
4,0.40,1.00,2,1,1,4,1,1,4,13,4372,3.64,1,1,11,3,1,2023,5,5,5,5,5,4.67,4.67,1,0.12
1,1.00,1.00,2,1,1,2,1,2,2,31,5000,3.70,5,1,30,2,2,2023,3,3.5,4,4.5,3,5,3,1,0.16
2,1.00,1.00,2,1,4,4,2,1,4,8,1240,3.09,1,1,30,32,1,2022,4.88,4.88,4.94,4.94,4.91,4.91,4.88,1,0.36
1,1.00,1.00,2,1,4,2,1,1,1,22,1550,3.19,1,1,30,9,3,2022,4.56,4.22,4.56,4.78,4.44,4.44,4.56,1,0.1
1,1.00,0.93,2,1,4,2,1,1,1,19,990,3.00,1,1,30,5,1,2022,4.4,4.6,4.8,5,5,4.4,4.4,2,0.06
1,1.00,1.00,2,1,4,8,2,1,8,14,2450,3.39,1,1,30,53,0,2020,4.79,4.89,4.81,4.91,4.83,4.83,4.77,2,0.59
3,0.50,1.00,2,2,4,2,1,1,1,20,1400,3.15,1,1,30,10,0,2020,4.6,4.9,4.8,5,4.9,4.56,4.56,1,0.13
1,1.00,0.93,2,1,4,5,2,2,4,21,2596,3.41,1,1,30,17,2,2022,3.88,3.88,3.47,4.59,4.65,4.65,3.94,2,0.19
1,0.98,0.88,1,1,4,3,1,1,2,24,3465,3.54,1,1,30,61,6,2022,4.67,4.84,4.89,4.89,4.8,4.82,4.66,1,0.6
1,1.00,0.58,2,1,2,2,8,1,10,10,565,2.75,1,1,30,2,1,2023,3,3,3,5,4,5,3,2,0.03
1,1.00,0.93,2,1,1,10,4,4,8,18,5190,3.72,1,1,30,9,1,2022,3.89,3.67,3.44,4.78,4.67,4.44,3.78,1,0.1
4,0.00,0.00,2,2,1,3,1,1,1,9,3965,3.60,1,1,29,2,0,2022,4.5,5,4.5,4.5,5,4.5,5,2,0.04
1,1.00,1.00,2,1,4,2,1,1,1,6,1000,3.00,1,1,30,13,2,2023,4.62,4.69,4.92,4.69,4.69,4.69,4.62,2,0.15
1,1.00,1.00,2,1,4,2,1,1,1,12,857,2.93,1,1,30,94,0,2020,4.72,4.84,4.72,4.83,4.76,4.41,4.78,1,1.1
1,0.99,0.92,2,1,1,2,1,1,2,45,850,2.93,1,1,30,204,19,2023,4.64,4.78,4.78,4.72,4.6,4.39,4.69,1,2.35
1,0.99,0.92,2,1,1,2,1,1,2,45,850,2.93,1,1,30,265,9,2023,4.57,4.68,4.72,4.7,4.64,4.44,4.65,1,3.05
1,0.99,0.92,2,1,1,2,1,1,2,41,850,2.93,1,1,30,98,2,2022,4.61,4.67,4.72,4.75,4.65,4.45,4.61,1,1.13
1,0.99,0.92,2,1,3,2,1,1,2,43,850,2.93,1,1,30,31,2,2023,4.55,4.71,4.81,4.61,4.71,4.23,4.57,1,0.36
1,0.99,0.92,2,1,3,2,1,1,2,44,850,2.93,1,1,30,6,1,2022,4.33,4.83,5,4.17,4.33,4.33,4.33,1,0.07
1,0.60,1.00,2,1,1,2,1,1,1,21,1599,3.20,14,1,30,31,1,2022,4.77,4.77,4.73,4.79,4.79,4.86,4.66,2,0.38
1,0.90,0.97,2,1,3,2,1,1,2,39,850,2.93,1,1,30,46,1,2022,4.67,4.72,4.76,4.84,4.52,4.41,4.64,1,0.54
3,0.60,1.00,2,1,1,4,1,2,2,12,685,2.84,1,1,30,8,1,2023,3.38,3.75,2.88,4,3.5,3.5,4,1,0.1
1,1.00,1.00,1,1,1,2,1,1,1,29,1950,3.29,4,1,30,56,8,2023,4.95,4.91,4.84,4.88,4.96,4.86,4.82,2,0.75
4,0.14,1.00,2,2,1,4,5,3,3,9,3900,3.59,3,1,30,1,0,2020,5,5,5,5,5,5,5,2,0.03
1,1.00,1.00,1,1,4,2,2,1,1,19,770,2.89,1,1,30,141,7,2023,4.76,4.86,4.81,4.94,4.9,4.86,4.76,1,1.73
1,1.00,1.00,2,2,4,2,1,1,1,7,950,2.98,2,1,30,2,1,2022,3,4.5,3,4.5,4.5,5,4,1,0.02
1,0.67,1.00,2,1,4,2,1,1,1,10,660,2.82,1,1,30,3,1,2023,5,5,5,4.67,4.67,4,4.67,1,0.04
1,1.00,1.00,2,2,4,2,1,1,1,10,600,2.78,1,1,30,3,0,2020,5,5,5,5,4.67,4.67,4.33,1,0.05
1,1.00,1.00,1,1,4,4,2,2,2,64,7936,3.90,1,1,30,4,1,2022,4.75,5,4.25,4.75,5,3.75,4.75,1,0.06
1,1.00,1.00,1,1,4,6,2,3,3,65,11236,4.05,1,1,30,20,12,2023,4.79,4.85,4.95,4.9,4.75,4.35,4.8,1,0.25
1,0.83,0.79,2,1,4,1,1,1,1,26,1342,3.13,1,1,30,13,3,2023,4.46,4.69,4.62,4.62,4.46,4.46,4.54,2,0.16
2,1.00,0.50,2,2,4,2,1,1,2,26,650,2.81,1,1,30,29,0,2021,4.83,4.79,4.75,4.96,4.97,4.61,5,1,0.38
1,0.83,0.79,2,1,4,1,1,1,1,23,1342,3.13,1,1,30,3,1,2023,5,5,5,5,5,5,5,2,0.06
1,1.00,0.80,2,1,4,2,2,1,2,13,950,2.98,1,1,30,13,3,2023,4.62,4.92,4.85,4.85,4.85,4.62,4.69,2,0.17
1,1.00,1.00,2,1,4,2,1,1,1,9,980,2.99,3,1,30,8,2,2023,4.13,4.25,3.75,4.43,4.57,4.86,4.14,1,0.1
2,0.90,0.83,2,1,1,4,2,2,2,28,4112,3.61,15,1,30,19,0,2020,4.69,4.75,4.25,4.81,4.81,4.63,4.56,2,0.28
3,0.50,1.00,2,2,4,2,1,1,1,12,642,2.81,1,1,30,4,1,2023,4,4.25,4.25,3.75,3,4,4,1,0.05
3,0.67,1.00,2,2,4,2,1,1,1,20,1340,3.13,1,1,30,1,1,2022,5,5,5,4,5,4,5,1,0.33
